opp_id,lead_id,account_id,rep_id,segment,lead_source,plan,stage,amount,created_date,close_date
OPP-002315,LEAD-005407,ACC-00140,REP-0039,SMB,Compliance Webinar,SOC2 Starter,Closed Lost,1434.92,2026-02-24,2026-03-21
OPP-002316,LEAD-005411,ACC-00861,REP-0018,Enterprise,Organic Search,SOC2 Starter,Closed Won,1240.63,2025-07-26,2025-12-02
OPP-002317,LEAD-005413,ACC-00850,REP-0006,Mid-Market,Outbound Prospecting,SOC2 + ISO 27001,Closed Lost,3226.43,2025-11-20,2026-01-23
OPP-002318,LEAD-005414,ACC-00973,REP-0005,SMB,Compliance Webinar,SOC2 Starter,Closed Lost,1342.77,2025-04-05,2025-04-26
OPP-002319,LEAD-005417,ACC-01467,REP-0037,Enterprise,Organic Search,SOC2 Starter,Closed Lost,1392.03,2024-02-09,2024-08-06
OPP-002320,LEAD-005418,ACC-01276,REP-0007,SMB,,SOC2 Starter,Closed Lost,1361.56,2024-10-10,2024-10-28
OPP-002321,LEAD-005421,ACC-00947,REP-0035,Mid-Market,Paid Search,SOC2 + ISO 27001,Closed Lost,2501.32,2024-01-24,2024-03-30
OPP-002322,LEAD-005423,ACC-00284,REP-0017,SMB,Compliance Webinar,SOC2 Starter,Closed Lost,1426.21,2025-03-19,2025-04-05
OPP-002323,LEAD-005425,ACC-00968,REP-0003,SMB,Compliance Webinar,SOC2 Starter,Closed Lost,1546.23,2024-03-25,2024-04-12
OPP-002324,LEAD-005426,ACC-00692,REP-0022,SMB,Paid Search,SOC2 Starter,Closed Won,1179.46,2025-04-22,2025-04-30
OPP-002325,LEAD-005428,ACC-01686,REP-0035,SMB,Compliance Webinar,SOC2 Starter,Closed Lost,1489.21,2026-02-11,2026-02-20
OPP-002326,LEAD-005430,ACC-01792,REP-0035,SMB,Security Conference,SOC2 Starter,Closed Lost,1258.63,2026-04-10,2026-05-04
OPP-002327,LEAD-005431,ACC-01212,REP-0024,Mid-Market,Paid Search,SOC2 Starter,Closed Lost,1516.88,2024-02-28,2024-03-25
OPP-002328,LEAD-005432,ACC-00412,REP-0034,SMB,Partner Referral,SOC2 Starter,Closed Lost,1472.47,2025-04-20,2025-05-11
OPP-002329,LEAD-005437,ACC-00166,REP-0020,Enterprise,G2/Capterra Review,Enterprise Multi-Framework,Closed Lost,7910.5,2026-03-17,2026-05-28
OPP-002330,LEAD-005440,ACC-01618,REP-0035,SMB,Partner Referral,SOC2 Starter,Closed Lost,1423.46,2025-01-25,2025-02-10
OPP-002331,LEAD-005447,ACC-01118,REP-0005,SMB,Organic Search,SOC2 Starter,Closed Lost,1188.46,2024-06-16,2024-07-02
OPP-002332,LEAD-005448,ACC-01092,REP-0028,Mid-Market,G2/Capterra Review,SOC2 + ISO 27001,Closed Lost,3548.01,2024-09-07,2024-11-12
OPP-002333,LEAD-005449,ACC-00379,REP-0014,Mid-Market,Outbound Prospecting,SOC2 Starter,Closed Lost,1145.61,2025-11-16,2026-01-17
OPP-002334,LEAD-005452,ACC-01028,REP-0037,Mid-Market,Compliance Webinar,SOC2 + ISO 27001,Closed Lost,2770.46,2025-12-19,2026-01-23
OPP-002335,LEAD-005453,ACC-01343,REP-0033,SMB,Compliance Webinar,SOC2 Starter,Closed Won,1431.08,2024-08-02,2024-08-18
OPP-002336,LEAD-005456,ACC-01711,REP-0005,Mid-Market,Compliance Webinar,SOC2 + ISO 27001,Closed Lost,2752.85,2024-07-15,2024-08-06
OPP-002337,LEAD-005457,ACC-01232,REP-0025,SMB,Outbound Prospecting,SOC2 Starter,Closed Lost,1453.17,2026-04-25,2026-05-19
OPP-002338,LEAD-005458,ACC-01363,REP-0013,SMB,Paid Search,SOC2 Starter,Closed Lost,1523.26,2026-01-24,2026-02-01
OPP-002339,LEAD-005459,ACC-01174,REP-0040,Enterprise,Outbound Prospecting,Enterprise Multi-Framework,Closed Lost,7399.96,2025-06-14,2025-12-02
OPP-002340,LEAD-005460,ACC-01297,REP-0033,SMB,Paid Search,SOC2 Starter,Closed Lost,1271.3,2024-02-16,2024-03-02
OPP-002341,LEAD-005464,ACC-01223,REP-0037,SMB,Security Conference,SOC2 Starter,Closed Lost,1136.31,2024-10-07,2024-10-25
OPP-002342,LEAD-005465,ACC-01721,REP-0023,Mid-Market,Compliance Webinar,Enterprise Multi-Framework,Closed Lost,6688.67,2024-11-09,2025-01-14
OPP-002343,LEAD-005469,ACC-00142,REP-0004,SMB,Partner Referral,SOC2 Starter,Closed Won,1304.4,2025-07-29,2025-08-28
OPP-002344,LEAD-005470,ACC-00710,REP-0030,SMB,Compliance Webinar,SOC2 Starter,Closed Lost,1032.94,2025-08-19,2025-09-13
OPP-002345,LEAD-005475,ACC-00113,REP-0017,SMB,Security Conference,SOC2 Starter,Closed Lost,1479.78,2024-05-19,2024-06-04
OPP-002346,LEAD-005476,ACC-01707,REP-0025,SMB,Organic Search,SOC2 Starter,Closed Lost,1222.16,2024-05-07,2024-06-04
OPP-002347,LEAD-005479,ACC-00920,REP-0011,Enterprise,Compliance Webinar,SOC2 Starter,Closed Won,1031.74,2025-04-15,2025-08-08
OPP-002348,LEAD-005481,ACC-00233,REP-0029,SMB,Security Conference,SOC2 Starter,Closed Won,1517.37,2025-02-28,2025-03-17
OPP-002349,LEAD-005482,ACC-00435,REP-0037,Mid-Market,Outbound Prospecting,SOC2 Starter,Closed Won,1083.47,2025-12-16,2026-01-06
OPP-002350,LEAD-005483,ACC-00465,REP-0031,Mid-Market,Outbound Prospecting,Enterprise Multi-Framework,Closed Lost,6859.96,2025-04-12,2025-05-27
OPP-002351,LEAD-005485,ACC-00010,REP-0014,SMB,Compliance Webinar,SOC2 Starter,Closed Lost,1348.23,2026-03-31,2026-04-11
OPP-002352,LEAD-005487,ACC-01702,REP-0010,Enterprise,Compliance Webinar,SOC2 + ISO 27001,Closed Lost,3534.88,2025-09-06,2026-01-03
OPP-002353,LEAD-005488,ACC-00862,REP-0032,Enterprise,G2/Capterra Review,SOC2 + ISO 27001,Closed Lost,2868.84,2025-05-02,2025-10-27
OPP-002354,LEAD-005490,ACC-01117,REP-0021,SMB,Compliance Webinar,SOC2 Starter,Closed Won,1542.51,2025-02-02,2025-02-15
OPP-002355,LEAD-005492,ACC-00602,REP-0033,SMB,Organic Search,SOC2 Starter,Closed Lost,1323.24,2024-12-24,2025-01-09
OPP-002356,LEAD-005493,ACC-01041,REP-0036,SMB,Content Download,SOC2 Starter,Closed Lost,1213.86,2025-06-28,2025-07-28
OPP-002357,LEAD-005498,ACC-01779,REP-0019,Mid-Market,Partner Referral,Enterprise Multi-Framework,Closed Lost,7718.22,2025-10-16,2025-12-25
OPP-002358,LEAD-005500,ACC-01125,REP-0024,SMB,Partner Referral,SOC2 Starter,Closed Lost,1438.89,2025-08-15,2025-09-03
OPP-002359,LEAD-005502,ACC-01192,REP-0012,SMB,Security Conference,SOC2 Starter,Closed Lost,1163.3,2024-07-17,2024-08-01
OPP-002360,LEAD-005503,ACC-01103,REP-0009,Enterprise,Compliance Webinar,SOC2 + ISO 27001,Closed Lost,2494.91,2025-01-29,2025-06-23
OPP-002361,LEAD-005504,ACC-00709,REP-0010,Enterprise,G2/Capterra Review,SOC2 Starter,Closed Lost,1196.17,2024-12-17,2025-04-22
OPP-002362,LEAD-005509,ACC-00178,REP-0036,SMB,Security Conference,SOC2 Starter,Closed Lost,1160.18,2024-04-17,2024-05-08
OPP-002363,LEAD-005510,ACC-01285,REP-0005,Enterprise,Security Conference,Enterprise Multi-Framework,Closed Lost,6944.27,2024-10-08,2025-02-16
OPP-002364,LEAD-005512,ACC-00616,REP-0029,SMB,Security Conference,SOC2 Starter,Closed Lost,1375.83,2025-09-13,2025-10-03
OPP-002365,LEAD-005517,ACC-00159,REP-0002,Mid-Market,G2/Capterra Review,SOC2 Starter,Closed Lost,1288.55,2024-08-02,2024-08-26
OPP-002366,LEAD-005518,ACC-01790,REP-0037,SMB,Outbound Prospecting,SOC2 Starter,Closed Lost,1311.26,2025-09-30,2025-10-20
OPP-002367,LEAD-005519,ACC-01628,REP-0034,SMB,Security Conference,SOC2 Starter,Closed Lost,1442.68,2025-01-04,2025-02-01
OPP-002368,LEAD-005521,ACC-01496,REP-0012,Enterprise,Paid Search,Enterprise Multi-Framework,Closed Lost,7925.01,2025-09-11,2026-02-05
OPP-002369,LEAD-005523,ACC-00665,REP-0031,Mid-Market,Organic Search,SOC2 Starter,Closed Won,1238.84,2024-02-18,2024-03-27
OPP-002370,LEAD-005531,ACC-00537,REP-0027,Mid-Market,Compliance Webinar,SOC2 + ISO 27001,Closed Lost,3352.59,2024-02-17,2024-03-13
OPP-002371,LEAD-005532,ACC-00709,REP-0015,Mid-Market,Compliance Webinar,SOC2 Starter,Closed Lost,1385.4,2025-05-13,2025-06-10
OPP-002372,LEAD-005539,ACC-00479,REP-0034,SMB,Content Download,SOC2 Starter,Closed Lost,1474.55,2024-04-03,2024-04-14
OPP-002373,LEAD-005540,ACC-01277,REP-0004,SMB,Partner Referral,SOC2 Starter,Closed Lost,1376.9,2025-09-17,2025-10-11
OPP-002374,LEAD-005542,ACC-00875,REP-0021,SMB,Partner Referral,SOC2 Starter,Closed Lost,1241.32,2026-01-28,2026-02-07
OPP-002375,LEAD-005543,ACC-00109,REP-0007,SMB,Content Download,SOC2 Starter,Closed Lost,1208.97,2024-09-09,2024-10-01
OPP-002376,LEAD-005545,ACC-00486,REP-0040,SMB,Security Conference,SOC2 Starter,Closed Won,1504.6,2024-12-18,2025-01-07
OPP-002377,LEAD-005547,ACC-01409,REP-0022,Enterprise,Content Download,SOC2 Starter,Negotiation,1229.34,2026-03-03,2026-06-30
OPP-002378,LEAD-005548,ACC-00160,REP-0009,Mid-Market,Partner Referral,SOC2 Starter,Closed Lost,1391.67,2024-06-11,2024-07-25
OPP-002379,LEAD-005549,ACC-01507,REP-0039,SMB,Partner Referral,SOC2 Starter,Closed Lost,1541.64,2024-04-30,2024-05-18
OPP-002380,LEAD-005550,ACC-00401,REP-0021,SMB,G2/Capterra Review,SOC2 Starter,Closed Won,1023.07,2024-03-15,2024-03-25
OPP-002381,LEAD-005552,ACC-01672,REP-0012,SMB,Outbound Prospecting,SOC2 Starter,Closed Lost,1087.14,2024-08-27,2024-09-08
OPP-002382,LEAD-005554,ACC-00439,REP-0006,SMB,Paid Search,SOC2 Starter,Closed Won,1423.23,2025-05-17,2025-06-09
OPP-002383,LEAD-005557,ACC-01231,REP-0034,Mid-Market,Partner Referral,Enterprise Multi-Framework,Closed Lost,6268.0,2025-10-31,2025-11-22
OPP-002384,LEAD-005559,ACC-01405,REP-0021,Mid-Market,Security Conference,SOC2 Starter,Closed Lost,1176.66,2026-04-15,2026-05-28
OPP-002385,LEAD-005560,ACC-01322,REP-0014,Enterprise,Security Conference,Enterprise Multi-Framework,Closed Lost,5724.75,2024-01-26,2024-04-18
OPP-002386,LEAD-005563,ACC-00261,REP-0005,Mid-Market,Organic Search,SOC2 + ISO 27001,Closed Lost,2871.69,2024-11-12,2025-01-21
OPP-002387,LEAD-005566,ACC-01663,REP-0017,SMB,Organic Search,SOC2 Starter,Closed Lost,1297.0,2025-12-25,2026-01-20
OPP-002388,LEAD-005567,ACC-00021,REP-0034,SMB,Compliance Webinar,SOC2 Starter,Closed Lost,1427.1,2024-09-18,2024-10-03
OPP-002389,LEAD-005570,ACC-00423,REP-0009,SMB,Partner Referral,SOC2 Starter,Closed Lost,1295.66,2026-01-13,2026-02-07
OPP-002390,LEAD-005575,ACC-01551,REP-0022,Mid-Market,Compliance Webinar,Enterprise Multi-Framework,Closed Won,6079.46,2024-09-21,2024-10-20
OPP-002391,LEAD-005579,ACC-00110,REP-0010,Mid-Market,Partner Referral,Enterprise Multi-Framework,Closed Lost,6334.09,2025-02-15,2025-03-26
OPP-002392,LEAD-005581,ACC-01155,REP-0035,Enterprise,Security Conference,SOC2 + ISO 27001,Closed Lost,2883.03,2025-01-16,2025-03-20
OPP-002393,LEAD-005584,ACC-01666,REP-0002,Mid-Market,Outbound Prospecting,SOC2 Starter,Closed Lost,1460.84,2025-03-22,2025-04-30
OPP-002394,LEAD-005585,ACC-00302,REP-0028,SMB,Outbound Prospecting,SOC2 Starter,Closed Lost,1291.1,2025-01-07,2025-01-23
OPP-002395,LEAD-005586,ACC-01090,REP-0037,SMB,Security Conference,SOC2 Starter,Closed Won,1164.5,2025-05-28,2025-06-22
OPP-002396,LEAD-005590,ACC-01555,REP-0020,Mid-Market,Security Conference,Enterprise Multi-Framework,Closed Won,7526.64,2025-06-22,2025-07-27
OPP-002397,LEAD-005592,ACC-01632,REP-0009,SMB,G2/Capterra Review,SOC2 Starter,Closed Lost,1267.61,2025-08-21,2025-09-18
OPP-002398,LEAD-005593,ACC-01200,REP-0016,SMB,Content Download,SOC2 Starter,Closed Won,1298.46,2024-09-10,2024-10-08
OPP-002399,LEAD-005596,ACC-01404,REP-0006,SMB,Organic Search,SOC2 Starter,Closed Won,1426.02,2025-11-15,2025-11-26
OPP-002400,LEAD-005600,ACC-00699,REP-0007,SMB,Security Conference,SOC2 Starter,Closed Lost,1062.26,2025-12-25,2026-01-05
OPP-002401,LEAD-005602,ACC-00785,REP-0033,Enterprise,Partner Referral,SOC2 Starter,Closed Lost,1406.14,2024-04-01,2024-07-11
OPP-002402,LEAD-005604,ACC-01371,REP-0022,Enterprise,G2/Capterra Review,Enterprise Multi-Framework,Closed Won,8039.37,2024-07-27,2024-11-26
OPP-002403,LEAD-005605,ACC-00926,REP-0032,Mid-Market,Outbound Prospecting,SOC2 Starter,Closed Lost,1131.05,2025-03-23,2025-05-05
OPP-002404,LEAD-005607,ACC-00325,REP-0028,SMB,G2/Capterra Review,SOC2 Starter,Closed Won,1491.08,2025-09-06,2025-09-13
OPP-002405,LEAD-005608,ACC-01044,REP-0019,Mid-Market,Organic Search,SOC2 + ISO 27001,Closed Lost,3489.63,2025-03-18,2025-04-17
OPP-002406,LEAD-005609,ACC-00635,REP-0028,SMB,G2/Capterra Review,SOC2 Starter,Closed Won,1053.41,2025-04-26,2025-05-11
OPP-002407,LEAD-005610,ACC-01650,REP-0014,SMB,Content Download,SOC2 Starter,Closed Lost,1378.57,2025-12-01,2025-12-12
OPP-002408,LEAD-005612,ACC-00725,REP-0017,Mid-Market,Security Conference,SOC2 + ISO 27001,Closed Lost,2677.51,2025-03-20,2025-05-07
OPP-002409,LEAD-005614,ACC-01530,REP-0023,Mid-Market,Security Conference,Enterprise Multi-Framework,Closed Won,6761.77,2024-02-29,2024-04-10
OPP-002410,LEAD-005615,ACC-01523,REP-0018,Mid-Market,Outbound Prospecting,Enterprise Multi-Framework,Proposal,5959.42,2026-06-03,2026-06-30
OPP-002411,LEAD-005618,ACC-00556,REP-0014,Mid-Market,Paid Search,SOC2 Starter,Closed Lost,1100.6,2026-01-18,2026-02-15
OPP-002412,LEAD-005619,ACC-00749,REP-0033,Mid-Market,Content Download,Enterprise Multi-Framework,Closed Won,6017.57,2026-01-10,2026-03-10
OPP-002413,LEAD-005621,ACC-00422,REP-0002,SMB,Partner Referral,SOC2 Starter,Closed Won,1088.91,2024-08-05,2024-08-27
OPP-002414,LEAD-005628,ACC-01589,REP-0022,Mid-Market,Partner Referral,SOC2 Starter,Closed Lost,1266.92,2026-05-25,2026-06-15
OPP-002415,LEAD-005631,ACC-01704,REP-0040,SMB,Organic Search,SOC2 Starter,Closed Lost,1372.05,2025-11-24,2025-12-23
OPP-002416,LEAD-005632,ACC-01327,REP-0012,SMB,Partner Referral,SOC2 Starter,Discovery,1461.78,2026-06-09,2026-06-25
OPP-002417,LEAD-005633,ACC-00616,REP-0031,SMB,Partner Referral,SOC2 Starter,Closed Lost,1057.48,2024-09-20,2024-10-07
OPP-002418,LEAD-005637,ACC-00473,REP-0008,SMB,Partner Referral,SOC2 Starter,Closed Lost,1244.22,2025-08-13,2025-08-31
OPP-002419,LEAD-005639,ACC-01079,REP-0032,SMB,Content Download,SOC2 Starter,Closed Won,1181.18,2025-10-19,2025-11-01
OPP-002420,LEAD-005640,ACC-00793,REP-0019,SMB,Compliance Webinar,SOC2 Starter,Closed Lost,1498.46,2024-09-12,2024-09-29
OPP-002421,LEAD-005644,ACC-01172,REP-0018,SMB,Content Download,SOC2 Starter,Closed Lost,1135.41,2024-02-14,2024-03-05
OPP-002422,LEAD-005645,ACC-00204,REP-0001,SMB,Organic Search,SOC2 Starter,Closed Lost,1319.59,2025-03-28,2025-04-22
OPP-002423,LEAD-005646,ACC-00707,REP-0033,SMB,Partner Referral,SOC2 Starter,Closed Lost,1387.88,2024-11-18,2024-12-17
OPP-002424,LEAD-005647,ACC-01424,REP-0031,SMB,Organic Search,SOC2 Starter,Closed Won,1362.28,2024-03-27,2024-04-14
OPP-002425,LEAD-005649,ACC-01241,REP-0010,SMB,G2/Capterra Review,SOC2 Starter,Closed Won,1023.62,2024-11-29,2024-12-18
OPP-002426,LEAD-005651,ACC-00482,REP-0036,SMB,Compliance Webinar,SOC2 Starter,Closed Lost,1298.8,2024-10-24,2024-11-14
OPP-002427,LEAD-005652,ACC-01724,REP-0036,SMB,Content Download,SOC2 Starter,Closed Lost,1243.66,2026-03-24,2026-03-31
OPP-002428,LEAD-005656,ACC-01511,REP-0020,SMB,Paid Search,SOC2 Starter,Closed Lost,1357.49,2025-04-01,2025-04-26
OPP-002429,LEAD-005659,ACC-00641,REP-0038,SMB,Paid Search,SOC2 Starter,Closed Lost,1388.97,2024-08-04,2024-09-02
OPP-002430,LEAD-005661,ACC-00240,REP-0037,Mid-Market,Security Conference,SOC2 Starter,Closed Lost,1422.36,2024-10-17,2024-12-18
OPP-002431,LEAD-005663,ACC-01457,REP-0016,SMB,Security Conference,SOC2 Starter,Closed Won,1199.99,2024-10-07,2024-10-25
OPP-002432,LEAD-005665,ACC-00055,REP-0012,SMB,G2/Capterra Review,SOC2 Starter,Closed Won,1524.28,2026-04-22,2026-05-01
OPP-002433,LEAD-005671,ACC-01042,REP-0031,Mid-Market,Partner Referral,SOC2 Starter,Closed Lost,1310.29,2024-11-18,2025-01-20
OPP-002434,LEAD-005672,ACC-00287,REP-0012,SMB,G2/Capterra Review,SOC2 Starter,Closed Won,1424.89,2025-10-14,2025-10-25
OPP-002435,LEAD-005673,ACC-00088,REP-0035,SMB,Paid Search,SOC2 Starter,Closed Lost,1227.08,2024-05-10,2024-06-04
OPP-002436,LEAD-005678,ACC-01570,REP-0004,SMB,Partner Referral,SOC2 Starter,Closed Won,1249.32,2025-08-27,2025-09-19
OPP-002437,LEAD-005683,ACC-00146,REP-0029,SMB,Security Conference,SOC2 Starter,Closed Won,1069.77,2025-11-14,2025-11-24
OPP-002438,LEAD-005685,ACC-00963,REP-0035,SMB,Partner Referral,SOC2 Starter,Closed Lost,1210.32,2026-02-08,2026-02-20
OPP-002439,LEAD-005686,ACC-01158,REP-0040,SMB,,SOC2 Starter,Closed Won,1283.03,2025-03-24,2025-04-23
OPP-002440,LEAD-005688,ACC-01163,REP-0003,SMB,Compliance Webinar,SOC2 Starter,Closed Won,1237.56,2025-12-01,2025-12-20
OPP-002441,LEAD-005690,ACC-01088,REP-0033,Enterprise,,SOC2 Starter,Closed Lost,1118.72,2024-11-30,2025-04-30
OPP-002442,LEAD-005694,ACC-00404,REP-0008,SMB,Compliance Webinar,SOC2 Starter,Closed Lost,1208.13,2025-07-07,2025-07-27
OPP-002443,LEAD-005697,ACC-00315,REP-0020,SMB,Compliance Webinar,SOC2 Starter,Closed Lost,1534.1,2025-03-02,2025-03-19
OPP-002444,LEAD-005701,ACC-00260,REP-0030,Mid-Market,Security Conference,SOC2 Starter,Closed Lost,1475.93,2024-06-22,2024-08-25
OPP-002445,LEAD-005702,ACC-00564,REP-0006,SMB,Compliance Webinar,SOC2 Starter,Closed Lost,1440.08,2024-01-20,2024-02-17
OPP-002446,LEAD-005704,ACC-01302,REP-0021,Mid-Market,G2/Capterra Review,SOC2 + ISO 27001,Closed Lost,2968.18,2024-11-02,2024-12-11
OPP-002447,LEAD-005705,ACC-01584,REP-0017,SMB,Partner Referral,SOC2 Starter,Closed Lost,1170.15,2024-04-13,2024-05-03
OPP-002448,LEAD-005707,ACC-01463,REP-0033,SMB,G2/Capterra Review,SOC2 Starter,Closed Won,1508.16,2025-10-22,2025-11-07
OPP-002449,LEAD-005708,ACC-00028,REP-0008,Mid-Market,Partner Referral,SOC2 + ISO 27001,Closed Lost,2621.12,2026-03-14,2026-05-21
OPP-002450,LEAD-005713,ACC-01046,REP-0018,SMB,G2/Capterra Review,SOC2 Starter,Closed Won,1276.34,2025-11-26,2025-12-18
OPP-002451,LEAD-005714,ACC-01040,REP-0012,SMB,Paid Search,SOC2 Starter,Closed Lost,1410.71,2024-06-20,2024-07-03
OPP-002452,LEAD-005716,ACC-01358,REP-0035,SMB,Paid Search,SOC2 Starter,Closed Lost,1441.41,2024-12-22,2025-01-20
OPP-002453,LEAD-005718,ACC-00337,REP-0010,Mid-Market,G2/Capterra Review,SOC2 Starter,Closed Won,1082.43,2024-01-15,2024-03-21
OPP-002454,LEAD-005719,ACC-00566,REP-0008,SMB,Paid Search,SOC2 Starter,Closed Lost,1311.06,2025-10-16,2025-11-07
OPP-002455,LEAD-005720,ACC-00864,REP-0028,Enterprise,Organic Search,SOC2 Starter,Closed Lost,1030.26,2024-12-16,2025-05-14
OPP-002456,LEAD-005721,ACC-00720,REP-0039,Mid-Market,Partner Referral,SOC2 + ISO 27001,Closed Lost,2584.98,2024-10-28,2025-01-10
OPP-002457,LEAD-005725,ACC-01499,REP-0018,SMB,Paid Search,SOC2 Starter,Closed Won,1136.23,2025-04-08,2025-04-30
OPP-002458,LEAD-005728,ACC-00423,REP-0020,Mid-Market,Paid Search,SOC2 Starter,Closed Won,1089.33,2026-01-14,2026-03-17
OPP-002459,LEAD-005733,ACC-01206,REP-0025,SMB,Paid Search,SOC2 Starter,Closed Lost,1207.73,2024-04-24,2024-05-08
OPP-002460,LEAD-005734,ACC-00719,REP-0034,SMB,Security Conference,SOC2 Starter,Closed Lost,1220.09,2024-06-18,2024-06-26
OPP-002461,LEAD-005737,ACC-01582,REP-0022,Mid-Market,Security Conference,SOC2 Starter,Closed Lost,1079.21,2025-02-25,2025-04-07
OPP-002462,LEAD-005739,ACC-01562,REP-0015,SMB,Compliance Webinar,SOC2 Starter,Closed Won,1123.99,2024-08-27,2024-09-26
OPP-002463,LEAD-005746,ACC-00112,REP-0035,SMB,Security Conference,SOC2 Starter,Closed Lost,1523.73,2025-09-16,2025-10-01
OPP-002464,LEAD-005747,ACC-00655,REP-0002,SMB,Paid Search,SOC2 Starter,Closed Lost,1067.33,2024-01-25,2024-02-04
OPP-002465,LEAD-005751,ACC-01038,REP-0024,Enterprise,Partner Referral,Enterprise Multi-Framework,Closed Lost,8277.4,2024-07-10,2024-10-16
OPP-002466,LEAD-005752,ACC-00363,REP-0040,Mid-Market,Organic Search,SOC2 + ISO 27001,Closed Lost,2951.5,2024-08-29,2024-09-28
OPP-002467,LEAD-005757,ACC-00135,REP-0031,SMB,Security Conference,SOC2 Starter,Closed Lost,1283.06,2026-05-26,2026-06-16
OPP-002468,LEAD-005759,ACC-00078,REP-0005,SMB,Outbound Prospecting,SOC2 Starter,Closed Won,1043.88,2025-08-03,2025-08-11
OPP-002469,LEAD-005760,ACC-00604,REP-0037,SMB,G2/Capterra Review,SOC2 Starter,Closed Lost,1145.8,2024-04-01,2024-04-23
OPP-002470,LEAD-005761,ACC-01285,REP-0003,SMB,Compliance Webinar,SOC2 Starter,Closed Lost,1369.53,2025-11-07,2025-12-01
OPP-002471,LEAD-005762,ACC-00985,REP-0030,Mid-Market,Compliance Webinar,Enterprise Multi-Framework,Closed Lost,7273.76,2024-03-23,2024-05-08
OPP-002472,LEAD-005764,ACC-01442,REP-0040,Enterprise,Compliance Webinar,SOC2 + ISO 27001,Closed Lost,2525.94,2025-02-20,2025-06-15
OPP-002473,LEAD-005769,ACC-00889,REP-0040,Enterprise,Security Conference,SOC2 + ISO 27001,Closed Lost,2887.69,2024-06-05,2024-10-21
OPP-002474,LEAD-005776,ACC-01722,REP-0007,SMB,Outbound Prospecting,SOC2 Starter,Closed Lost,1120.91,2025-10-04,2025-10-13
OPP-002475,LEAD-005778,ACC-01183,REP-0009,Mid-Market,G2/Capterra Review,SOC2 + ISO 27001,Closed Lost,3013.35,2025-09-12,2025-11-16
OPP-002476,LEAD-005779,ACC-00624,REP-0015,Mid-Market,Compliance Webinar,Enterprise Multi-Framework,Closed Won,6967.17,2024-10-19,2024-12-13
OPP-002477,LEAD-005781,ACC-00458,REP-0013,Mid-Market,G2/Capterra Review,SOC2 + ISO 27001,Closed Won,3108.6,2025-12-28,2026-02-10
OPP-002478,LEAD-005782,ACC-00276,REP-0033,SMB,Organic Search,SOC2 Starter,Closed Lost,1071.0,2025-11-08,2025-12-05
OPP-002479,LEAD-005783,ACC-01406,REP-0026,SMB,Content Download,SOC2 Starter,Closed Lost,1233.13,2024-09-11,2024-09-21
OPP-002480,LEAD-005784,ACC-00885,REP-0014,SMB,Partner Referral,SOC2 Starter,Closed Won,1339.39,2024-01-04,2024-01-19
OPP-002481,LEAD-005786,ACC-00783,REP-0018,SMB,Compliance Webinar,SOC2 Starter,Closed Won,1244.67,2025-12-08,2026-01-05
OPP-002482,LEAD-005795,ACC-01695,REP-0037,SMB,Organic Search,SOC2 Starter,Closed Lost,1205.29,2025-10-01,2025-10-26
OPP-002483,LEAD-005797,ACC-01585,REP-0016,SMB,Compliance Webinar,SOC2 Starter,Closed Lost,1208.83,2025-08-23,2025-08-31
OPP-002484,LEAD-005800,ACC-00121,REP-0036,SMB,Partner Referral,SOC2 Starter,Closed Lost,1535.15,2024-11-19,2024-12-10
OPP-002485,LEAD-005802,ACC-00521,REP-0019,Mid-Market,Partner Referral,SOC2 Starter,Closed Lost,1293.76,2025-08-05,2025-08-31
OPP-002486,LEAD-005806,ACC-00713,REP-0015,Enterprise,Partner Referral,SOC2 Starter,Closed Lost,1502.57,2025-11-27,2026-05-23
OPP-002487,LEAD-005807,ACC-01708,REP-0012,Mid-Market,G2/Capterra Review,SOC2 + ISO 27001,Closed Lost,3017.65,2026-02-01,2026-04-08
OPP-002488,LEAD-005808,ACC-00430,REP-0019,SMB,Organic Search,SOC2 Starter,Closed Lost,1358.21,2024-01-14,2024-01-22
OPP-002489,LEAD-005811,ACC-00385,REP-0009,Mid-Market,Content Download,SOC2 + ISO 27001,Closed Lost,3214.31,2025-06-15,2025-07-10
OPP-002490,LEAD-005817,ACC-00177,REP-0032,SMB,Partner Referral,SOC2 Starter,Closed Won,1141.99,2024-06-25,2024-07-16
OPP-002491,LEAD-005818,ACC-00090,REP-0012,SMB,G2/Capterra Review,SOC2 Starter,Closed Won,1055.67,2025-12-19,2025-12-27
OPP-002492,LEAD-005820,ACC-00637,REP-0021,Mid-Market,G2/Capterra Review,Enterprise Multi-Framework,Closed Won,7319.03,2026-02-09,2026-04-18
OPP-002493,LEAD-005825,ACC-01029,REP-0018,SMB,Outbound Prospecting,SOC2 Starter,Closed Won,1053.57,2025-09-06,2025-10-03
